Date,x1,x2,x3
2025/5/23,89.48856135,89.8576394,93.18630473
2025/5/24,89.77207153,89.48481296,93.97950998
2025/5/25,92.62535187,89.8657232,93.87593179
2025/5/26,92.13412548,88.32013692,91.75007281
2025/5/27,91.68927628,89.01774769,92.89403056
2025/5/28,91.8554188,89.01649634,93.25088209
2025/5/29,91.79423,89.64186616,93.03832237
2025/5/30,89.48011025,87.89927737,91.35407003
2025/5/31,89.46206138,87.31612785,89.68178681
2025/6/1,89.86408802,87.26333821,90.13556176
2025/6/2,89.8062894,87.02094296,90.15121368
2025/6/3,89.26027306,86.14234204,88.13642501
2025/6/4,87.05572043,84.60137217,85.61953103
2025/6/5,86.18141327,85.94382362,86.79653008
2025/6/6,86.34707316,85.2878868,87.08927046
2025/6/7,89.03462274,84.97687838,85.37118365
2025/6/8,89.45456942,84.6761512,84.30593197
2025/6/9,90.00331523,84.28518611,83.51009149
2025/6/10,88.2707049,83.56381917,81.48153738
2025/6/11,88.24443723,82.80448368,78.11351547
2025/6/12,91.16087924,83.51361533,79.79046404
2025/6/13,91.36393251,83.73374585,78.97666073
2025/6/14,91.63880686,83.25499193,79.21662675
2025/6/15,90.94867248,81.90265874,76.67699816
2025/6/16,87.40203173,81.2487239,73.05821288
2025/6/17,87.44208604,81.24970353,72.87748405
2025/6/18,85.75185512,81.82269523,73.2161181
2025/6/19,86.14260216,82.30477218,73.73766913
2025/6/20,84.00902136,79.73735577,70.83088912
2025/6/21,83.39252046,79.61583601,71.16173383
2025/6/22,83.40149379,78.73888894,71.31634745
2025/6/23,83.56735773,77.51625977,70.67210959
2025/6/24,84.6368501,77.2944602,70.85838971
2025/6/25,84.39220544,77.65374904,72.36833471
2025/6/26,80.83037167,75.97300076,70.40622727
2025/6/27,81.80587635,76.11865882,70.45484331
2025/6/28,81.70818398,75.73572263,71.82453546
2025/6/29,83.53253327,75.93358036,72.49509815
2025/6/30,83.90101764,76.08059525,72.03534707
2025/7/1,84.09629535,75.84723724,70.98400101
2025/7/2,81.18378106,74.86398363,68.98034671
2025/7/3,79.9399642,73.77465641,69.13658929
2025/7/4,79.65039692,74.48941154,70.03076203
2025/7/5,80.18725073,77.76033639,71.19032803
2025/7/6,81.42615139,77.4646243,70.60634175
2025/7/7,81.38700383,75.99786037,70.21205571
2025/7/8,81.33263162,77.60216634,71.17717304
2025/7/9,82.10320506,77.66142805,70.46859821
2025/7/10,81.34214604,77.90263312,70.1996864
2025/7/11,83.44869342,78.13002474,70.90607494
2025/7/12,83.87039611,78.38663397,70.21170725
2025/7/13,82.57315604,76.44395263,67.8021556
2025/7/14,80.79261273,75.89254436,68.74918415
2025/7/15,84.52834517,76.53171335,68.65454807
2025/7/16,84.58528645,77.17839762,68.72100937
2025/7/17,86.23316627,77.61415703,70.91469503
2025/7/18,83.98959367,76.88238402,71.08201259
2025/7/19,84.93478635,77.96453654,71.8123185
2025/7/20,84.99323862,77.99067328,73.15037721
2025/7/21,85.30452585,78.16405563,74.34919426
2025/7/22,83.93490247,76.40460418,73.37762293
2025/7/23,83.95405413,75.52967936,72.7081889
2025/7/24,83.42137259,74.84252393,70.65526736
2025/7/25,85.04862447,75.35470968,69.08088362
2025/7/26,84.43445544,75.02290983,69.14428702
2025/7/27,86.27212328,74.61716039,70.91861596
2025/7/28,86.29224838,75.50051996,71.67069101
2025/7/29,84.49743918,72.85446668,70.67363482
2025/7/30,83.53097522,73.74030651,71.10545848
2025/7/31,83.94427695,72.93878585,70.60775811
2025/8/1,84.75011603,72.56982596,70.86201723
2025/8/2,84.93737243,73.99081277,71.3889975
2025/8/3,85.49234043,75.20414157,72.28604448
2025/8/4,84.58559267,75.98918435,72.33688907
2025/8/5,84.96784063,76.16861651,72.52523436
2025/8/6,85.23699213,75.84958869,71.85056973
2025/8/7,85.12296194,76.32507397,72.43826835
2025/8/8,87.35646278,77.03978631,75.41391997
2025/8/9,85.32037927,77.06923131,74.65741199
2025/8/10,85.05213204,76.64907919,76.33813538
2025/8/11,85.5235459,76.71030325,77.01619777
2025/8/12,85.55318431,76.84504621,76.77908931
2025/8/13,85.0622379,76.53149821,75.54130388
2025/8/14,83.8997194,76.78965978,74.59781417
2025/8/15,83.53333222,77.02423384,73.98917751
2025/8/16,83.12523709,76.4496248,73.51928266
2025/8/17,82.72685641,77.67665327,74.93907011
2025/8/18,83.54989919,77.8909604,75.32466252
2025/8/19,81.19687465,77.61555873,75.3953542
2025/8/20,83.26055227,77.24734996,78.48854595
2025/8/21,88.28203015,79.43484289,80.45266859
2025/8/22,85.76276468,79.20424613,80.30237234
2025/8/23,85.94369063,78.83255358,80.69254554
2025/8/24,85.08130781,79.70979665,82.44059569
2025/8/25,84.7925158,79.711175,81.2287895
2025/8/26,84.58264966,78.95590177,78.63462274
2025/8/27,83.9755158,78.61555511,78.09097842
2025/8/28,82.38823157,79.18578597,78.70946635
2025/8/29,80.93504347,78.50331894,78.99832624
2025/8/30,80.28024403,79.14559564,80.78780925
2025/8/31,79.60061521,78.8261691,80.0400088
2025/9/1,79.24851778,76.74918407,76.9729877
2025/9/2,80.71135726,76.90268167,78.47908723
2025/9/3,79.31332781,74.64703871,78.28585802
2025/9/4,78.87151963,74.59183882,77.05924857
2025/9/5,80.08064595,74.96552934,77.73980422
2025/9/6,81.41134989,75.702936,79.7294441
2025/9/7,83.06321359,77.40486139,82.1561478
